valence,acousticness,danceability,duration_ms,energy,explicit,id,instrumentalness,liveness,loudness,name,popularity,speechiness,tempo
0.8170000000000001,0.0158,0.551,214933,0.863,0,3Bdqlr7jQLNhITAgcBGQBG,0.0,0.0843,-3.506,Close Your Eyes,1,0.0322,143.952
0.5479999999999999,0.00661,0.494,234627,0.887,1,7sLpSWxQazJzDVG6YGzlVs,0.0,0.103,-4.297,99 Problems,1,0.398,89.554
0.732,0.0477,0.59,235507,0.94,0,3BuPop8SzLG2Q88TJcFAjp,0.0,0.379,-4.124,Raised On It,1,0.0409,94.02
0.475,0.000473,0.34,288947,0.974,0,7EvjTEzuv7TWaIaWY63sWV,0.0928,0.373,-5.114,Drifter - 2015 Remaster,0,0.106,101.276
0.55,0.994,0.41,197653,0.1689999999999999,0,38PozVGXXoeO8dTEVzy74Y,0.901,0.113,-18.862,Soultana maurofora,0,0.0391,93.89
0.973,0.389,0.875,169760,0.391,0,1HK6Zbd0cqB6c67jLVtWjI,0.0,0.04,-7.548999999999999,Just Because,0,0.049,127.005
0.607,0.742,0.482,168267,0.272,0,3GBqKmJ62SJ943NQ9i1JuE,0.0,0.0803,-13.752,A Girl in the Night,0,0.0349,115.669
0.271,0.485,0.495,301960,0.351,1,7t1lBIr3WIEtqQEOdZFMUf,0.0,0.0967,-14.669,Look What You've Done,1,0.34,134.369
0.6859999999999999,0.0481,0.757,212640,0.848,1,2rzBvHM9h36Tpdj7Jdajka,0.0,0.121,-4.234,Wild for the Night (feat. Skrillex & Birdy Nam Nam),1,0.335,139.995
0.439,0.105,0.675,213598,0.414,0,1abFkY2jm6KDFMZ7RD9YJh,0.0,0.192,-6.507999999999999,Painkiller,1,0.0569,128.92700000000002
0.54,0.723,0.311,167653,0.4,0,1YE46BFFZ0k0Ps9B7khRHs,0.0,0.127,-13.444,Available,0,0.0342,77.6
0.469,0.000116,0.589,191960,0.983,0,7vSLczWXW1fHRlngshcwS6,0.00198,0.0627,-2.521,Voices,1,0.121,110.007
0.815,0.122,0.588,273984,0.574,1,2a6dHVNf5lzWUaQHc2JDRq,0.0,0.371,-6.813,So Icy (feat. Young Jeezy),1,0.379,122.74
0.265,0.178,0.515,216120,0.593,0,4ImYwDlqjqxCRxnRe66rBa,1.63e-05,0.155,-6.885,Gone Too Soon,1,0.0253,95.967
0.0799,0.00194,0.422,232333,0.6779999999999999,0,3EP7G1q7sjCYHZiWLGCw0V,8.109999999999999e-05,0.0687,-7.355,"If I Told You This Was Killing Me, Would You Stop?",1,0.0421,150.238
0.157,0.948,0.303,258266,0.0141,0,360beQMahQ2FdZ9OmWYiBT,0.0944,0.0792,-19.759,Naima,1,0.0418,171.43900000000005
0.38,0.457,0.157,166333,0.382,0,0OuPMjmicFfmnB3SFFqdgQ,0.0,0.1669999999999999,-8.875,Will I,1,0.0313,178.017
0.1,0.123,0.26,188813,0.391,0,6zMJGaKAz5Jq6RO2mo5N3p,0.0,0.0965,-8.158,Wholy Holy - Mono Single Version,0,0.0316,91.495
0.334,0.038,0.389,183567,0.768,1,0OtK6gE4DipBy7u3rUWBvJ,0.0,0.119,-4.765,WRONG (feat. Lil Mosey),1,0.256,90.146
0.428,0.985,0.454,56067,0.308,0,4OXwLmIZE4CNUH6MzhtfvI,0.0396,0.696,-15.946,"Hermit Songs, Op. 29: The Praises of God",0,0.124,118.166
0.462,0.523,0.346,185000,0.541,0,4sNHs90rxBaSoHb6lga2Ov,0.965,0.385,-12.467,The Bells of Dublin/Christmas Eve,1,0.0447,108.671
0.453,0.156,0.852,202840,0.87,0,7He25ABYo4EgDmZGtJBwdW,0.306,0.0205,-2.367,Bota y Tambo,1,0.109,125.136
0.486,0.389,0.211,208173,0.442,0,3NpQNZnoupSo1ZF9SMO4O1,0.711,0.36,-8.135,The Invasion of Kushana,0,0.0312,76.923
0.6579999999999999,0.188,0.6779999999999999,315771,0.5670000000000001,1,5sWbwccBcyHsg5LEKWGZo9,1.67e-06,0.1639999999999999,-9.148,BRACKETS,1,0.261,84.039
0.269,0.915,0.261,302533,0.379,0,1xwNkmeMAlio5U8hPWHMHq,0.845,0.146,-10.377,A Tree Grows in Brooklyn: Overture,0,0.0342,111.529
0.341,0.959,0.785,286378,0.122,0,1hqQD9G2qUMq3iiDhqhetT,0.931,0.118,-22.617,Exactly Like You,1,0.0406,118.979
0.302,0.00654,0.332,276560,0.753,1,6Xpw5ZIzI3TaHbM9rwm1l8,1.22e-06,0.385,-4.296,Nickel Sized Hail (feat. Colt Ford),1,0.0389,140.02100000000002
0.8540000000000001,0.301,0.629,236160,0.5479999999999999,0,1FerGrTyGsT1KufVFVuvA4,8.120000000000001e-05,0.206,-13.258,Just Another Day in Paradise,0,0.0366,124.784
0.913,0.0612,0.359,158929,0.519,0,5iDJ1L6f4yiLhullAKM3nU,0.000164,0.352,-8.508,Señorita Cantinera,1,0.0522,186.331
0.414,0.505,0.76,221419,0.568,1,0rhxoXFMKRtm1dQJfi72Yh,0.0,0.107,-3.92,No Heart,1,0.0558,77.482
0.0797,0.995,0.436,345600,0.0589,0,2lXgHv74X0FzRews9Kgo9E,0.902,0.118,-16.857,I Let A Song Go Out Of My Heart,0,0.0472,69.327
0.4270000000000001,0.601,0.522,136400,0.252,0,1LwiP981p77q2Fxud5XU2E,0.0,0.462,-11.162,Devoted To You - Remastered,0,0.0262,93.763
0.556,0.221,0.632,274787,0.6859999999999999,0,7fBriLorh3BZIXE1aDxTkh,0.000306,0.124,-6.932,Gangs In The Street - Remastered 2006,0,0.0315,108.33
0.7979999999999999,0.0214,0.66,281760,0.669,0,2BuTposwmSKxFBgEoi4jES,0.0117,0.27,-14.895,Power of Love,1,0.0418,120.989
0.526,0.7509999999999999,0.518,167307,0.143,0,3Cy7ZOXRc5TOo9uwqpyE1L,0.00417,0.104,-17.281,Blood on the Floor,0,0.0271,81.258
0.6459999999999999,0.0212,0.4270000000000001,245067,0.947,0,1k9HQORW9eNnQhv8me7ERI,0.00405,0.158,-9.792,Out on the Tiles,0,0.0563,93.853
0.357,0.994,0.63,130880,0.166,0,04UZXaYJa8yDBcjfdz8T9x,0.0,0.105,-10.186,Making Love Ukelele Style,0,0.0549,125.992
0.297,0.987,0.484,274467,0.128,0,256v6BnPf5Y2k2a37ZzUNn,1.02e-05,0.16,-19.312,"Le nozze di Figaro, K. 492, Act IV Scene 8: Tutto è disposto … Aprite un po' quelgli occhi (Figaro)",0,0.0668,122.656
0.38,0.482,0.536,200373,0.664,0,1N2fNKIlJJ6PQgcVD1GrBP,0.0,0.0925,-4.735,Where I Belong,1,0.0276,89.963
0.732,0.995,0.725,170000,0.2,0,0E5tqJq0ShcgIOByzMO82v,0.4370000000000001,0.112,-9.056,Flor de Ceibo - Remasterizado,0,0.0788,114.384
0.171,0.958,0.263,169080,0.0346,0,60iHtNrA3WoJsXa1dgjGAZ,0.0,0.115,-18.395,Silent Night,1,0.0409,80.273
0.8440000000000001,0.753,0.662,192493,0.438,0,4JbUNPzmze5UFDX4x0jOHp,0.708,0.0726,-16.232,Arrive Derce Roma,0,0.0315,127.206
0.151,0.5660000000000001,0.438,238500,0.315,0,4jSE5cAaa5rwTyhDSXfwQN,0.0,0.606,-10.941,say it over (feat. Cautious Clay),1,0.044,156.031
0.954,0.5539999999999999,0.7709999999999999,198356,0.418,0,4u6zS8iQZ7Y6LgW7WXwaLb,1.85e-06,0.0528,-7.2,Así Te Quiero,1,0.053,126.26
0.481,0.991,0.247,356307,0.224,0,33uFZFAIQCpGfVGNrRvBHK,0.89,0.102,-19.505,"Polonaise in A-Flat Major, Op. 53 ""Heroic""",0,0.034,83.581
0.836,0.76,0.6,143333,0.364,0,3vNjmFiKa1MFpdetnDFlha,0.00296,0.0454,-13.289,Little Girl,0,0.0315,137.541
0.956,0.0128,0.716,89667,0.877,0,21vp1orbqySVyww9ngW44w,0.000918,0.114,-9.299,Viet Nam,1,0.281,160.513
0.604,0.7609999999999999,0.487,149800,0.441,0,06JokgprGDKrtZ1eP6z2CQ,0.0,0.15,-11.297,Take Good Care Of My Baby,1,0.0722,82.70700000000002
0.821,0.266,0.49,209373,0.993,0,3SlME8VLYeouyCAKPaTB41,0.583,0.7859999999999999,-3.498,Where The Boys Go - Remastered,0,0.136,160.399
0.31,0.893,0.54,175000,0.203,0,0bLQEKrgWDAnU7j8bFiDnL,0.0,0.12,-12.123,"You Belong To My Heart (Solamente Una Vez) - From ""The Three Caballeros""",0,0.0322,104.412
0.32,0.00213,0.949,199299,0.617,1,6FaYbjgD31OYcsqtMWFEz7,0.0,0.178,-4.961,"Pussy Talk (feat. Quavo, Lil Wayne, & Jack Harlow) [Remix]",1,0.185,99.029
0.8420000000000001,0.634,0.7929999999999999,249200,0.474,0,57FvuUotRyzRl8hwIhCVuO,0.0005099999999999,0.0951,-15.903,Margaritaville,1,0.0378,125.143
0.614,0.135,0.584,216707,0.672,0,0SzA3cxDbv1edUF2yarnCQ,1.98e-06,0.062,-10.727,Your Love,1,0.0563,129.53
0.738,0.856,0.412,292867,0.404,0,4JXKwi4Pc7C6Ntz32Gfnwu,0.085,0.285,-13.029000000000002,Ding Dong - Take 1 / Take 2,0,0.0533,145.13
0.263,0.276,0.545,265733,0.229,0,2FsyipmdfqzzA1P9myWpfi,3.48e-06,0.132,-16.205,Can't We Just Sit Down (And Talk It Over),1,0.0298,121.716
0.303,0.993,0.485,265000,0.0576,0,77fv87hNviECO3uWrKKKCM,0.757,0.107,-14.886,When Day Is Done,0,0.0633,87.758
0.0694,0.451,0.5429999999999999,205480,0.509,0,08DBDmvEgY2ZTVMVH2A8lt,0.7340000000000001,0.112,-14.745,The Game Has Changed,1,0.0418,99.974
0.276,0.35,0.314,248160,0.536,0,27zHcqNyb9dU3OrcT4WyOg,0.0085,0.127,-10.059,My Fairy King - Remastered 2011,0,0.0322,99.812
0.94,0.7120000000000001,0.851,112859,0.265,1,1LyW3Cwi49N1l58Pf1TNKy,0.000711,0.75,-14.402,Somebody Kill Me,1,0.4320000000000001,116.467
0.8009999999999999,0.000336,0.297,199640,0.968,0,0nBxdeNF1TSfy4OATiR9NK,0.878,0.096,-8.765,Walter's Walk - Rough Mix,0,0.0486,175.954
0.17,0.994,0.417,187800,0.0913,0,71RfcVACN01ZDANIgkU2tt,0.86,0.128,-18.905,Soja Soja Soja Ri,0,0.109,172.082
0.496,0.83,0.674,194880,0.444,0,2YmzLhrBrhPfzAA7BySWTi,0.00357,0.123,-11.319,Paper Mountain Man,0,0.0321,110.666
0.28,0.6970000000000001,0.32,156627,0.107,0,1lcUS7v5FdoVfx7aEjhjig,4.29e-05,0.157,-20.067,Please Love Me Forever,1,0.0333,77.092
0.789,0.0616,0.436,160177,0.454,0,52ptukAuDj4A1zmAjGUa0y,0.14,0.15,-11.379,Amanaz,1,0.0299,125.612
0.126,0.334,0.316,168093,0.223,0,3wiN3YodUt5uIAAuVLBvdS,0.00964,0.19,-14.091,Atrás Da Porta,1,0.0343,183.3
0.183,0.93,0.508,315027,0.0721,0,0JbZXKGdbTWcE9Eqs0UYtx,0.000331,0.122,-18.637,Born To Be Blue,0,0.0387,55.115
0.698,0.0183,0.74,170858,0.516,0,53BHUFdQphHiZUUG3nx9zn,0.0,0.0558,-6.233,Bang!,1,0.0507,139.918
0.188,0.964,0.405,283000,0.0379,0,32Zk77GqKPZOzZvWsMzUVW,0.879,0.0913,-28.26,Temptation of the Renaissance: Air - Variations - Dance,0,0.0374,131.7
0.531,0.988,0.687,185005,0.235,0,0uNv4IB4xDOWi6UNOuym0N,0.315,0.392,-20.496,Pete Khele Pite Soi,0,0.944,87.505
0.8420000000000001,0.238,0.527,210267,0.885,1,644MFjfIMaBayYEEAb3gjb,0.0,0.101,-0.938,Success,1,0.333,88.964
0.895,0.3,0.7829999999999999,233840,0.632,0,0TQ5nIVC1ILlBnbUl0x2bR,0.00456,0.16,-9.726,Burial,1,0.0997,154.566
0.124,0.993,0.5539999999999999,168067,0.141,0,2ITQp9fpsEN8TfLTOtCvN0,0.000242,0.212,-15.031,Don't Pass Me By (Bonus Track),0,0.0381,111.796
0.0677,0.926,0.31,173467,0.156,0,2VcEV5VBNDGJECfhBdkAoj,0.00021,0.201,-16.534000000000002,Something to Live For,0,0.0332,64.048
0.329,0.517,0.144,138333,0.324,0,2aVkxdoYmStDA8h3kgnDKh,0.6679999999999999,0.392,-13.182,Away In A Manger,0,0.0328,145.92700000000005
0.0647,0.947,0.107,259400,0.0816,0,3rGgUQ1l2vi6YVdVwukuCR,0.00269,0.0858,-21.029,From This Day On - Outtake,0,0.0389,83.706
0.541,0.99,0.5489999999999999,294818,0.324,0,4oz1a2GDkNP4xCA6yOk28m,0.4,0.186,-8.458,Desh Ki Pur Kaif,0,0.0431,116.991
0.7879999999999999,0.22,0.8240000000000001,160825,0.7829999999999999,0,6o4LOloYJc8yu0CdvOvifU,0.0,0.234,-4.53,Hard On Yourself,1,0.0507,114.028
0.357,0.852,0.485,183360,0.182,0,7F3R0rKXq5eYgPug8vqOdu,0.0,0.112,-18.083,Greenfields,1,0.0434,110.608
0.726,0.598,0.518,440440,0.6629999999999999,0,5mB5bx5TTaxawgHXbNhLtO,0.434,0.0497,-8.286,"Behind the Gardens, Behind the Wall, Under the Tree...",1,0.0556,109.225
0.452,0.0364,0.5489999999999999,202787,0.5760000000000001,1,7uMBc5uxQRZNFowjhxH9WL,1.94e-06,0.147,-6.282,Fuck You Bitch,1,0.0263,118.709
0.26,0.0411,0.615,223147,0.648,1,7iaw359G2XT14uTfV9feip,0.0,0.277,-3.792,Lockjaw (feat. Kodak Black),1,0.22,169.912
0.299,0.439,0.5760000000000001,198733,0.355,0,3wxgj5N8ZKoZWHDw6FJUf2,4.55e-05,0.13,-8.388,Like Jesus Does,1,0.033,137.232
0.0989,0.8640000000000001,0.226,202173,0.178,0,0AjBbSZJCX3rovgWVkdKNO,8.81e-06,0.358,-13.550999999999998,By Myself,0,0.0315,70.726
0.66,0.992,0.403,212332,0.201,0,3ktJjyHsoA97lZL3dXQtPU,0.938,0.109,-16.016,Ae Kafile Wale Mera Paigham Liye Ja,0,0.0477,75.048
0.417,0.996,0.563,174667,0.242,0,230yKx4iJH3uW33JkEqP4g,0.912,0.398,-12.03,Silbando - Remasterizado,0,0.147,113.549
0.403,4.16e-05,0.346,147036,0.944,0,0HUTL8i4y4MiGCPId7M7wb,0.565,0.0546,-9.874,Freaks,1,0.0485,179.63
0.659,0.904,0.617,169827,0.267,0,0uQZYQqUY0bEEu7dNTiKkj,0.0,0.188,-11.869000000000002,Honey In The Honeycomb,0,0.0392,106.781
0.6829999999999999,0.0627,0.62,212347,0.812,0,4trx1lgbQ9FtrI5V9Y8C5Y,0.0,0.8759999999999999,-5.672999999999999,I Wish (feat. T.I.),1,0.181,91.97
0.203,0.932,0.597,167693,0.126,0,086RZ0U22i29HR5bj0sWSB,0.922,0.17,-20.31,For All We Know,0,0.0359,79.611
0.536,0.495,0.79,256653,0.536,0,6gpEUabUe4Qtc0jek4BC50,0.0,0.111,-6.192,Burn - Radio Mix,1,0.11,119.904
0.189,0.8490000000000001,0.256,109309,0.305,0,58r4PiO6hGyxwoTukePz9Z,0.912,0.813,-11.332,Main Title,0,0.0317,90.461
0.68,0.0439,0.7609999999999999,261933,0.487,0,4ppot5EJLPHnDZCvwxCgB0,0.000778,0.1369999999999999,-11.602,Pain Is So Close To Pleasure,0,0.0259,112.164
0.759,0.7829999999999999,0.596,168173,0.455,0,248Orfv0ERpCJ4wAp4JeCc,0.0,0.104,-9.943,Peddler Man (Ten I Loved),0,0.0372,123.955
0.196,0.215,0.42,214587,0.8370000000000001,1,3QhfFRPkhPCR1RMJWV1gde,2.9600000000000005e-05,0.0876,-5.24,Radio,1,0.061,75.043
0.524,0.868,0.31,377170,0.628,0,0yKN2M89zNQTO0QROjfYfW,5.379999999999999e-05,0.297,-4.711,Ya Men Ykolak,0,0.033,96.893
0.6890000000000001,0.989,0.499,186002,0.162,0,26HPpGEVcBeFhcKrKTbCeg,0.0,0.115,-14.739,Bura Kisko Manoon Bhala Kisko,0,0.122,74.491
0.721,0.277,0.574,209200,0.53,0,2V7e0D3hauJAyGtgc9EFxK,0.0,0.134,-9.766,Hablar De Ti,1,0.0588,167.483
0.346,0.0427,0.438,218533,0.6890000000000001,1,5uKAG0VR8EzBWVIuoebAW5,0.0,0.148,-4.534,Community Property,1,0.0302,82.029
0.623,0.0708,0.468,203227,0.601,0,6xwaSyLlo2E7dFwHKBAQdL,0.173,0.201,-10.343,Cherokee,0,0.0479,141.235
0.7190000000000001,0.0373,0.5479999999999999,188084,0.843,0,4RS9PmtHQe7I0o5fEeweOY,1.26e-06,0.0536,-7.32,Dance the Night Away - 2015 Remaster,1,0.0597,129.661
0.625,0.922,0.669,158627,0.155,0,0D7iq2D5QOMW03vvniFT7Z,0.0,0.202,-12.543,I'm Dying a Sinner's Death,0,0.0334,78.388
0.381,0.0206,0.495,343133,0.963,0,3J9YNfYgfnpbTswOOe3pPm,0.00186,0.267,-6.059,Worlds Forgotten Boy,1,0.0528,87.65799999999999
0.7290000000000001,0.324,0.794,288267,0.475,0,2JbygM27k6XozLpPfXSoBn,0.0,0.0359,-9.107,Valentin Felix,1,0.119,109.562
0.344,0.928,0.402,167777,0.244,0,0RHzV9jljIynQKhTXDFD86,1.04e-05,0.161,-10.961,Sucedeu Assim - Remastered,0,0.0301,95.91
0.336,0.518,0.363,252600,0.256,0,17nQsSXT5w3sUqwkRU1dDc,0.0,0.0892,-15.319,Something In Your Eyes,1,0.031,140.35
0.941,0.991,0.61,149587,0.408,0,45gJtGEkz8FBjadUdjsei3,0.865,0.173,-12.318,Dejalo Correr - Remasterizado,0,0.077,142.211
0.211,0.255,0.407,293587,0.6629999999999999,0,2mxPSHEwjJWOQS7lGw6btF,0.000166,0.0913,-7.591,Lucky Man,1,0.0305,75.98899999999998
0.0505,0.965,0.325,347200,0.0135,0,61M1xK5iTUfABhAAmyrr38,5.64e-05,0.0984,-19.276,"Come Sunday (From Black, Brown and Beige) (with Mahalia Jackson) - Accapella",1,0.0418,84.331
0.429,0.00703,0.496,336387,0.8440000000000001,0,0viCxBdQvd5WE4M1lXzv7u,9.75e-05,0.244,-5.247000000000001,Lead Me On,1,0.0275,94.733
0.545,0.916,0.506,103373,0.231,0,23B4EhyBqrhpvBFGk7MU7l,0.0,0.529,-10.446,A Foggy Day,0,0.0519,139.376
0.804,0.951,0.69,169509,0.7140000000000001,0,3zhptXjoaB6EF8WUtde9iA,0.000348,0.234,-15.857,Kiembeli,0,0.0747,116.188
0.482,0.226,0.674,299733,0.517,0,0FtV0YbnnjD7PXpLHFHPhn,0.0,0.0697,-11.225,Fancy,1,0.0726,94.98
0.62,0.994,0.501,214320,0.214,0,5AiHDa6JCVQuqfarnJOwAc,0.624,0.0959,-13.887,Oración - Instrumental (Remasterizado),0,0.134,172.87599999999995
0.434,0.0336,0.596,432893,0.95,0,4UYW3jllzFyWdaxob0UVMr,0.858,0.138,-12.759,On,1,0.0462,134.982
0.219,0.954,0.259,203907,0.0478,0,3YnNxutMcIxBGx8guXeGDJ,0.0425,0.158,-21.716,There's a Lull in My Life - 1997 Remaster,0,0.0342,90.847
0.818,0.83,0.616,149123,0.736,0,2zN8CUOWRFiCUlPVdLb0Pj,0.0156,0.117,-9.156,Big Boy Pete,0,0.058,131.501
0.743,0.992,0.469,203000,0.487,0,5GIsPBfq12xmAuvJjdOnSZ,0.0979,0.767,-6.763,Lupe - Remasterizado,0,0.191,155.999
0.5479999999999999,0.0314,0.3229999999999999,223067,0.8059999999999999,0,7IUBw7EUgcjzGV6zv9fkLX,1.11e-05,0.181,-6.553999999999999,Secret Door,1,0.0769,124.615
0.0345,0.955,0.0633,359427,0.0427,0,0gt7ei2Fube4V9jnJ5VCKM,0.976,0.117,-27.648000000000003,The Grey Havens (feat. Sir James Galway),1,0.044,57.72
0.619,0.49,0.625,124627,0.6679999999999999,0,1V7mHn6zEEUpgysBYxiW9r,2.33e-05,0.226,-9.871,2 Atoms In A Molecule,1,0.0518,145.029
0.368,0.00127,0.407,160600,0.8959999999999999,0,0X8aX9hOCK8EKCC3aUTXBf,0.129,0.102,-9.0,Letter to Memphis,1,0.0638,115.047
0.424,0.99,0.304,190827,0.309,0,3eMuewiZwtagGIrswkziHz,0.924,0.331,-13.208,Gunjamala Gale Kunje Eso Hey,0,0.0396,70.959
0.733,0.652,0.404,161800,0.5589999999999999,0,3GOhu9TwJV9t6KFEh8Zro5,0.0,0.313,-4.7010000000000005,Con La Misma Tijera,1,0.0339,164.293
0.209,0.994,0.333,530699,0.28,0,7F9CW90eAWXwG8fDFhROiP,0.921,0.109,-13.443,"Die Meistersinger von Nürnberg, WWV 96: Prelude",0,0.0443,106.109
0.501,0.0547,0.471,226267,0.882,0,7cMQPvEEDqKRHzyYkJR3QY,1.01e-06,0.338,-5.496,Ninja,1,0.0784,145.691
0.226,0.982,0.332,827000,0.224,0,5RS5AW93JLbgdeWlUaApfd,8.38e-06,0.152,-18.366,"Arabella, Op.79, TrV 263 / Act 3: Über seine Felder - Live",0,0.0929,90.206
0.605,0.0475,0.419,243933,0.6709999999999999,0,4juJw163tH0zGCptRcoTM4,0.0,0.246,-7.598,25th Floor,0,0.0553,119.18
0.87,0.994,0.419,159360,0.332,0,09FwGofzt5Rnn1TsMpwMuV,0.574,0.112,-12.765999999999998,Ide Anandanu,0,0.0687,72.931
0.736,0.5770000000000001,0.501,155307,0.487,0,6Vq7kfgXVsYJYtmEDUaKFY,0.00443,0.133,-10.798,Moonlight In Vermont,0,0.027,109.416
0.113,0.958,0.229,286040,0.0976,0,0MJoXvkro613KbqceGKVPl,0.00288,0.114,-22.214,不唱山歌漸漸生,0,0.0453,86.169
0.156,0.0409,0.276,289533,0.8490000000000001,0,6HLuIZTsFcNYsgUm2sJAY9,0.195,0.601,-9.883,The Trees - Live In Canada / 1980,0,0.0759,142.179
0.459,0.8370000000000001,0.7240000000000001,94853,0.116,0,2lAi4gevWJz7YlhUuRz9qp,6.54e-05,0.0916,-19.675,Cotton Candy Land,0,0.114,111.186
0.733,0.97,0.647,138360,0.193,0,1UGHd8Zk5UC21jNHnagEKc,0.000379,0.114,-20.356,Mi Cotorrito Bohemio - Remasterizado,0,0.317,121.746
0.184,0.00285,0.478,253040,0.6459999999999999,0,1K0QKOvwssPWYFvFvfTayI,0.0906,0.197,-12.919,See Emily Play - 2015 Remaster,1,0.0405,120.459
0.249,0.924,0.255,140747,0.239,0,2LbHNkJz6fNNtlMdPq272c,4.44e-05,0.168,-10.753,Be A Child At Christmas Time,0,0.0356,75.616
0.0448,0.993,0.284,225693,0.146,0,1MR8TRRA4Kp3hLVUuo0QnG,0.884,0.157,-22.045,"Mazurka, Op.59, No. 1 in A Minor",0,0.0357,97.649
0.166,0.852,0.569,345253,0.79,0,5NvDNam7Ueam5m6qryooXI,0.0,0.478,-13.108,Reagan - Live,0,0.958,95.798
0.795,0.955,0.476,192560,0.6459999999999999,0,1kFH0OIVrOa5hd6v6oZsIU,1.26e-05,0.14,-5.524,Ston potamo ta rouxa mou,0,0.0756,85.51100000000002
0.354,0.000786,0.48,134027,0.936,0,5vw6mb5UUdA3vVQfcFN8yA,0.0,0.0973,-4.056,No Waves,1,0.0454,98.493
0.4270000000000001,0.8909999999999999,0.6509999999999999,176040,0.0453,0,5nvRa7XTODdrFqGsuTcAjI,0.0,0.145,-23.104,I Can't Give You Anything but Love,0,0.0757,95.157
0.605,0.0509,0.511,439067,0.67,0,0O2SYh5AZ0y8MAPOVC4Mxz,0.145,0.102,-7.135,Ball and Biscuit,1,0.188,78.138
0.8640000000000001,0.00997,0.7070000000000001,195347,0.848,0,0WzoFlhIk42l7mExIRAm4e,0.0,0.0994,-4.489,Get Down,1,0.0481,111.984
0.735,0.0825,0.502,279613,0.73,0,2StaBZCqvzVx1582KFsmaP,2.69e-06,0.104,-6.979,De Oro,1,0.134,87.889
0.895,0.0593,0.6409999999999999,165227,0.727,0,3OwoQ968t9qJXYxFk7DCvu,6.19e-06,0.156,-7.06,Heat Wave,1,0.0417,157.96200000000005
0.0804,0.992,0.429,399667,0.0997,0,4eoDPVbSx04PlypRDwjsXk,0.902,0.115,-23.88300000000001,The Approaching Night,1,0.0427,93.229
0.104,0.0583,0.44,347760,0.628,0,75gfxIedwH7j2s5nc7JgWh,0.000382,0.12,-5.645,Silent Lucidity - Remastered 2003,1,0.0274,139.931
0.467,0.0681,0.617,182147,0.708,0,0iQJLCJyv6TTPUP4u4y8DJ,0.0,0.123,-4.54,Thirsty,1,0.0284,96.996
0.47,0.561,0.535,452507,0.364,0,0AwyQWVHUPaXVoDuD9qzTH,0.0284,0.122,-14.112,Le Chant Des Fauves,1,0.0352,93.217
0.957,0.7190000000000001,0.706,314960,0.603,0,0BGDijO05WJ1kpqVLwUU5d,3.5e-05,0.0586,-3.397,El Paso De Encarnación,1,0.0569,88.56700000000002
0.84,0.0102,0.7290000000000001,352906,0.989,0,51H2y6YrNNXcy3dfc3qSbA,4.45e-05,0.443,-4.613,When Doves Cry,1,0.049,126.47
0.868,0.748,0.705,172787,0.296,0,7G1EstFBLZlsSOdZew2P20,0.0,0.113,-12.978,I Wanted Wings,0,0.155,128.735
0.588,0.227,0.58,231667,0.708,0,25KR4NyUYhReCZcCUPyUOC,0.0588,0.0919,-7.21,The Loner - 2017 Remaster,0,0.0268,105.931
